id,output
160,(ORDER id like (PIZZAORDER (NUMBER to ) put in (NOT (TOPPING an ) order for (NUMBER a ) pizza with (TOPPING sriracha ) sauce and arugula without any sweet potatoes ) ) )
161,(ORDER i prefer (PIZZAORDER (NUMBER a ) pie with (TOPPING peppers ) and (TOPPING pineapple ) without tuna please ) )
162,(ORDER let's arrange for (PIZZAORDER (STYLE med ) pie along with feta (TOPPING cheese ) and chicken ) )
163,(ORDER i need (PIZZAORDER to (NUMBER have ) (NUMBER two ) (TOPPING med ) haaiian pies (TOPPING with ) bacon (TOPPING and ) onions ) )
164,(ORDER (PIZZAORDER repeat my (TOPPING order ) for a medium pizza with (TOPPING vegan ) pepperoni black oives (TOPPING and ) (TOPPING additional ) cheese ) )
165,(ORDER (PIZZAORDER (NUMBER 14 ) (SIZE medium ) prawns and bell (NUMBER pepers ) (DRINKTYPE pizzas with ) a (NUMBER two ) (VOLUME liter of ) (DRINKTYPE coffees ) ) )
166,(ORDER please order (PIZZAORDER me (NUMBER a ) (SIZE personal ) (TOPPING lemon ) zest and gruyere cheese pizza (TOPPING no ) bacon ) )
167,(ORDER i'll gofor (PIZZAORDER the eleven Espreso six (NUMBER small ) (DRINKTYPE cokes ) and six (NUMBER small ) (SIZE fantas ) ) )
168,(ORDER i like (PIZZAORDER (NUMBER 1 ) (SIZE medium ) pie with (TOPPING sweet ) (TOPPING potatoes ) pepperoni but no a little (TOPPING cheese ) please ) )
169,(ORDER (PIZZAORDER (TOPPING let ) me (NUMBER prefer ) 15 persoal (TOPPING pizzas ) with light (TOPPING ham ) and (NUMBER 15 ) persoal pizzas (QUANTITY with ) extra spicy (TOPPING red ) sauce ordered ) )
170,(ORDER i feel (PIZZAORDER (NUMBER like ) (NUMBER having ) 1 largesize (TOPPING pizza ) with hot peppers (TOPPING pineapple ) and pepperoni (TOPPING please ) ) )
171,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING red ) cabbage parmasean and no roasted red peppers ) )
172,(ORDER (PIZZAORDER (NUMBER for ) this afternoon (NOT (TOPPING i ) think i'd like 1 (NUMBER large ) (SIZE pie ) with jalepenos (TOPPING and ) all (QUANTITY the ) veggies (TOPPING pesto ) ) ) )
173,(ORDER (PIZZAORDER (NUMBER good ) vening i (NOT (TOPPING want ) to order (NUMBER 12 ) (SIZE small ) pizzas with (TOPPING tofu ) and light on (NOT (TOPPING the ) hot peppers ) ) )
174,(ORDER (PIZZAORDER hey ordr me 4 (NUMBER small ) (SIZE goat ) (DRINKTYPE cheese pizza ) and (NUMBER 4 ) (VOLUME cans of ) (DRINKTYPE pllegrino ) ) )
175,(ORDER could i get (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with (TOPPING truffle ) (TOPPING oil ) and onions ) )
176,(ORDER i will (PIZZAORDER go (NUMBER for ) (NUMBER a ) medium-size mushroom and pepperoni pie (TOPPING with ) a little (QUANTITY bit ) cheese on (TOPPING it ) ) )
177,(ORDER i'd ty (PIZZAORDER 1 hams and black beans (TOPPING pizza ) with no onions please ) )
178,(ORDER i need (PIZZAORDER (NUMBER an ) (TOPPING ordr ) of (NUMBER a ) (SIZE additional ) (TOPPING arge ) pie (TOPPING with ) olives (TOPPING and ) (TOPPING chicken ) also add some additional cheese ) )
179,(ORDER (PIZZAORDER (NUMBER begin ) an order (TOPPING for ) me that includes (TOPPING a ) pizza in (QUANTITY small ) (SIZE size ) along with (TOPPING low ) fat cheese and black beans but without ham ) )
180,(ORDER i would like (PIZZAORDER to order (NUMBER a ) pizza with (TOPPING artichokes ) and (TOPPING canadian ) bacon but no bbq sauce ) )
181,(ORDER i need (PIZZAORDER (NUMBER an ) order of (QUANTITY 5 ) of (TOPPING the ) onions and (TOPPING leeks ) pizzas with (QUANTITY the ) (TOPPING pesto ) sauce ) )
182,(ORDER i like (PIZZAORDER (NUMBER a ) (SIZE medium-sze ) grilled chicken and (TOPPING truffle ) oil pizza ) )
183,(ORDER (PIZZAORDER do me (NUMBER a ) favor and (TOPPING get ) (TOPPING me ) a large-size pizza with carrots ham (TOPPING green ) peppers and heavy (TOPPING on ) sauce and heavy on cheese ) )
184,(ORDER (PIZZAORDER can e go for (NUMBER 10 ) (SIZE large ) pizzas with (TOPPING leeks ) hamburger (TOPPING and ) bell pepers please ) )
185,(ORDER i like (PIZZAORDER (NUMBER 1 ) pizza with (TOPPING ham ) and (TOPPING pesto ) and leave off the olives ) )
186,(ORDER (PIZZAORDER (NUMBER for ) this afternoon i (NUMBER only ) ant a (SIZE medium ) pizza and (TOPPING i'll ) try it with sauce (TOPPING chicken ) as well as salami thanks a lot ) )
187,(ORDER i'll go (PIZZAORDER (NUMBER with ) a luch (QUANTITY pie ) with tomato (TOPPING and ) prmasean (NUMBER but ) without mushrooms in it ) )
188,(ORDER i am (PIZZAORDER (NUMBER jst ) ordering soft drinks tonight give me 1 (DRINKTYPE Grape ) juice (NUMBER 1 ) (DRINKTYPE diet sprite ) and (NUMBER three ) (DRINKTYPE pepsis ) please ) )
189,(ORDER (PIZZAORDER (NUMBER for ) this afternoon (NOT (TOPPING i ) think i'd like a (NUMBER extra ) (SIZE large ) prosciutto and beef pizza without any bacon ) ) )
190,(ORDER (PIZZAORDER i prefer t have (NUMBER 5 ) (DRINKTYPE Cranberr juice ) two (NUMBER dr ) (DRINKTYPE peppers and ) a (NUMBER sprite ) ) )
191,(ORDER i'm going (PIZZAORDER (NUMBER to ) (STYLE g ) with 1 pizza with mint (TOPPING and ) pineapple and leave off the olives ) )
192,(ORDER i needan (PIZZAORDER (NUMBER order ) (SIZE of ) a (QUANTITY med ) (TOPPING salami ) broccoli and (TOPPING pineapple ) pizza ) )
193,(ORDER (PIZZAORDER (NUMBER hello ) today i'd like to order 1 mediumsize (NUMBER all ) (SIZE the ) veggies pizza ) )
194,(ORDER (PIZZAORDER i think i'll (NUMBER stick ) with a pizza (QUANTITY along ) (TOPPING with ) truffle oil (NOT (TOPPING black ) olives but no banana (NOT (TOPPING pepper ) ) ) )
195,(ORDER i'd (PIZZAORDER be (NUMBER happy ) (STYLE with ) 12 mediu-size (QUANTITY pies ) (TOPPING with ) cheese (NUMBER and ) (QUANTITY mint ) (TOPPING but ) hold pesto ) )
196,(ORDER good evening (PIZZAORDER i need (NUMBER one ) (SIZE extra ) large pie with (TOPPING lettuce ) and hot (NOT (TOPPING peppers ) without any black olive please ) ) )
197,(ORDER (PIZZAORDER (NUMBER 9 ) (SIZE medium ) pizzas with (TOPPING pepperonis ) onions and (TOPPING pest ) sauce ) )
198,(ORDER i want (PIZZAORDER (NUMBER to ) finalize with a (QUANTITY exta ) large pizza (TOPPING with ) (TOPPING kimchi ) sweet potatoes but hold prosciuto ) )
199,(ORDER can i order (PIZZAORDER (NUMBER three ) (SIZE medium ) pizzas with (TOPPING green ) peppers and (TOPPING lettuce ) make sure they (NOT (TOPPING hold ) the onions ) ) )
200,(ORDER (PIZZAORDER please order me (NUMBER a ) lnch pizza (TOPPING i'd ) love pickled onions on it and i love vean please do not put any red peppers on there i don't like red ) )
201,(ORDER i need (PIZZAORDER (NUMBER to ) place an (TOPPING order ) for (NUMBER a ) (SIZE extra ) lrge olies and (NUMBER pineapple ) pizza with (QUANTITY a ) (TOPPING medium ) pepsis ) )
202,(ORDER culd you put (PIZZAORDER in 15 (NUMBER lunch ) (SIZE gluten-free ) crust meat lovers (NUMBER pizzas ) ) )
203,(ORDER (PIZZAORDER (STYLE please ) arrange to get (QUANTITY a ) pie with (QUANTITY extra ) large sized along (TOPPING with ) basil and chicken but no vegan ) )
204,(ORDER (PIZZAORDER (NUMBER eleven ) (SIZE extra ) arge pizzas (TOPPING with ) green (TOPPING peppers ) olives and (TOPPING arugula ) ) )
205,(ORDER (PIZZAORDER (NUMBER 11 ) (SIZE lunch ) pizzas with (TOPPING cherry ) tomatoes banana pepper and hmburger ) )
206,(ORDER (PIZZAORDER (NUMBER hello ) today i' like to order a (NUMBER pizza ) with more (TOPPING tofu ) and pepperons and no (NOT (TOPPING pesto ) please ) ) )
207,(ORDER please iwant a (PIZZAORDER (NUMBER medium-sized ) (SIZE pie ) with artichokes and alfredo chicken (TOPPING without ) green (TOPPING peppers ) ) )
208,(ORDER i'll try (PIZZAORDER one (NUMBER medium-size ) (NUMBER pineapple ) and truffle oil pie with (TOPPING no ) pepperoni please ) )
209,(ORDER (PIZZAORDER for today please make me (NUMBER a ) pie with (TOPPING roasted ) red peppers a (QUANTITY lot ) of cheese and without bacon ) )
210,(ORDER i'm leaning (PIZZAORDER (NUMBER toward ) a medum-size (NUMBER pizza ) (SIZE with ) roasted garlic and salami but (TOPPING without ) combiation ) )
211,(ORDER (PIZZAORDER (NUMBER hello ) today i'd like to order a med (NUMBER pie ) and no cumin (NOT (TOPPING please ) ) ) )
212,(ORDER could i get (PIZZAORDER (NUMBER a ) pie with (TOPPING zucchini ) and (TOPPING peppers ) but avoid (NOT (TOPPING adding ) tuna please ) ) )
213,(ORDER i'm having a (PIZZAORDER (NUMBER party ) (SIZE in ) (DRINKTYPE a few ) hours (NUMBER and i ) ned a pizza (NUMBER and ) bacon along (TOPPING with ) pineapple but hold additional cheese ) )
214,(ORDER (PIZZAORDER do me (NUMBER a ) favor and (TOPPING get ) me (QUANTITY 1 ) personal (TOPPING mushroom ) tuna and onion pie please ) )
215,(ORDER (PIZZAORDER how abou grabbing 1 (NUMBER medium-sized ) (SIZE pizza ) with garlic powder and (TOPPING mushrooms ) and without additional cheese ) )
216,(ORDER (PIZZAORDER (NUMBER eleven ) sall pizzas (TOPPING with ) lettuce (TOPPING and ) roasted red peppers ) )
217,(ORDER (PIZZAORDER (NUMBER order ) (SIZE a ) extra lare pizza (TOPPING i'd ) love tmato on (NOT (TOPPING it ) and i love combination please do not put any ham on there i don't like ham on pizza ) ) )
218,(ORDER i'd like a (PIZZAORDER (NUMBER total ) of a gruyere cheese (TOPPING and ) pesto pie with (TOPPING mushrooms ) ) )
219,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) pie with (QUANTITY extra ) (TOPPING pine ) apple feta without ricotta cheese ) )
220,(ORDER (PIZZAORDER for tonight i just want a (TOPPING green ) epper and (NUMBER chicken ) margarita pie with a Fruit punch ) )
221,(ORDER i want (PIZZAORDER to (NUMBER get ) (STYLE a ) med pizza with (TOPPING tomatoes ) and a (TOPPING drizle ) parmesan only no (QUANTITY mushrooms ) ) )
222,(ORDER i will get (PIZZAORDER (STYLE a ) pie along (TOPPING with ) (TOPPING pine ) apple ricotta cheese but (NOT (TOPPING without ) red cabbage ) ) )
223,(ORDER can i have (PIZZAORDER (NUMBER 14 ) (STYLE med ) (STYLE everything ) pizzas and (QUANTITY one ) (SIZE large ) (DRINKTYPE vegetarian ) pizza ) )
224,(ORDER i am (PIZZAORDER (NUMBER just ) (SIZE ordering ) oft drinks tonight (TOPPING give ) me (NUMBER a ) pizza with (TOPPING mint ) and sauage hold the (NOT (TOPPING pineapple ) that's it ) ) )
225,(ORDER i'll have (PIZZAORDER (NUMBER a ) (STYLE personal ) (NUMBER combination ) pizza (STYLE with ) ricotta cheese (TOPPING but ) i don't want any sausage (NOT (TOPPING on ) it ) ) )
226,(ORDER (PIZZAORDER (NUMBER good ) evening i need (NUMBER 15 ) (DRINKTYPE Fruit ) punch (NUMBER and ) (DRINKTYPE a ) coke (NUMBER along ) with (SIZE five ) (DRINKTYPE medium ) fantas ) )
227,(ORDER (PIZZAORDER (NUMBER start ) an order for a pizza with (TOPPING roasted ) red peppers chorizo and no ham ) )
228,(ORDER i want (PIZZAORDER you to put n an (QUANTITY order ) for one medium (TOPPING thin ) crust peas bacon (NUMBER cherry ) (DRINKTYPE tomatoes ) and (NUMBER mushroom ) (SIZE pizza ) with (DRINKTYPE a ) large (NUMBER Orange ) (SIZE juice ) (DRINKTYPE and ) a large coke ) )
229,(ORDER (PIZZAORDER can you get (NUMBER me ) 11 hamburger pizzas with sweet corn and ham ) )
230,(ORDER give me (PIZZAORDER 9 (NUMBER of ) (SIZE the ) medium-sized popp seeds (TOPPING and ) ham (NUMBER pizzas ) ) )
231,(ORDER (PIZZAORDER (NUMBER how ) about placing (NUMBER an ) (DRINKTYPE order ) for (NUMBER 1 ) (SIZE extra ) large (DRINKTYPE yellow peppers ) pizza (NUMBER with ) (SIZE a ) medium (DRINKTYPE ice tea ) ) )
232,(ORDER i'd love (PIZZAORDER to place an order for 1 (NUMBER medium-size ) (SIZE pie ) and i think i'll go (NOT (TOPPING for ) toppings of (NUMBER garlic ) powder and (TOPPING i ) (TOPPING guess ) olives also i don't like meat ) ) )
233,(ORDER i need (PIZZAORDER (NUMBER one ) (SIZE medium ) pizza with (QUANTITY a ) lot (TOPPING f ) pepper and (TOPPING peas ) and (TOPPING pickled ) onions ) )
234,(ORDER (PIZZAORDER for tonight i (QUANTITY just ) (TOPPING want ) a (TOPPING hawaiian ) and (TOPPING spinach ) red onions ) )
235,(ORDER i wanted (PIZZAORDER (NUMBER to ) (STYLE have ) (NUMBER 10 ) medim pizzas with (TOPPING sriracha ) (TOPPING sauce ) and mushrooms and (TOPPING make ) sure (NUMBER it ) has light on sauce ) )
236,(ORDER i'd like to (PIZZAORDER get 8 medium (QUANTITY pizzas ) with (TOPPING garlic ) (TOPPING powder ) green olives and tuna ) )
237,(ORDER can i order (PIZZAORDER (NUMBER a ) (SIZE extra ) large pizza with (TOPPING red ) peppers (TOPPING feta ) and (TOPPING thin ) crust ) )
238,(ORDER get me (PIZZAORDER (NUMBER a ) pie with (TOPPING caramelzed ) onions olives but hold pesto ) )
239,(ORDER i need (PIZZAORDER to get five pizzas ) )
240,(ORDER (PIZZAORDER (STYLE for ) today please make me 3 hummus (TOPPING red ) onions and roasted (TOPPING red ) peppers pizzas please ) )
241,(ORDER (PIZZAORDER (NUMBER okay ) let me (NOT (TOPPING think ) okay i'll take a (NUMBER pizza ) with little (QUANTITY grille ) (TOPPING chicken ) and sausage and (NOT (TOPPING no ) pesto ) ) )
242,(ORDER (PIZZAORDER (STYLE let's ) finalize with (NUMBER 13 ) large-size roasted (QUANTITY garlic ) (SIZE and bacon ) pizzas (TOPPING and ) add two (TOPPING large ) sparkling (NUMBER water ) (SIZE to ) (DRINKTYPE go ) with it ) )
243,(ORDER (PIZZAORDER (NUMBER put ) an orde (DRINKTYPE in for ) a (NUMBER hawaiian ) (DRINKTYPE pizza ) lunh ) )
244,(ORDER (PIZZAORDER (NUMBER 5 ) (SIZE personal ) pizzas with (TOPPING lettuce ) and (TOPPING tuna ) ) )
245,(ORDER give me (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING black ) beans parmasean with no (NOT (TOPPING onions ) ) ) )
246,(ORDER can you order (PIZZAORDER (NUMBER a ) (STYLE stuffed ) crust pizza personal ) )
247,(ORDER (PIZZAORDER ithink i'll just have a (NUMBER pizza ) (SIZE with ) smoked salmon pepper and (TOPPING bell ) peppers please ) )
248,(ORDER i lie (PIZZAORDER (NUMBER a ) (SIZE personal ) pie and (TOPPING i'd ) (TOPPING like ) pesto (TOPPING on ) there as well as bacon but definitely no onions thanks ) )
249,(ORDER (PIZZAORDER i am (NUMBER trying ) (STYLE to ) oder (NUMBER a ) lunh pizza (TOPPING tonight ) with double (TOPPING garlic ) powder let's see i also want bbq sauce but i do not want any bacon thanks a ) )
250,(ORDER (PIZZAORDER today i just (NUMBER need ) a luch pizza (TOPPING with ) peas (TOPPING and ) poppy (QUANTITY seeds ) do not (TOPPING include ) roasted eggplnt ) )
251,(ORDER i'm in (PIZZAORDER (NUMBER the ) ood to (NOT (TOPPING try ) a large-size pie (NUMBER with ) (SIZE lw ) fat cheese and peppers (TOPPING without ) pineapple ) ) )
252,(ORDER i think (PIZZAORDER i'll take a pizza (NUMBER and ) i'd like (TOPPING pineapples ) on it (NOT (TOPPING along ) with pineapple and bacon thanks ) ) )
253,(ORDER iwill (PIZZAORDER try (NOT (TOPPING 4 ) (NUMBER medium-sie ) (NUMBER pizzas ) with beef onions and (TOPPING pesto ) ) ) )
254,(ORDER i wanted (PIZZAORDER (NUMBER a ) (STYLE lnch ) thin crust poppy seeds and (TOPPING mushrooms ) pie ) )
255,(ORDER today i'd like (PIZZAORDER (NUMBER pie ) which is vegan (TOPPING pepperoni ) roasted red peppers and add (NUMBER some ) (SIZE extra ) (STYLE black ) olives ) )
256,(ORDER i' opting (PIZZAORDER (NUMBER for ) (STYLE a ) medum-sized (QUANTITY pesto ) (TOPPING sauce ) fontina cheese (TOPPING and ) pineapple pizza please ) )
257,(ORDER i just need (PIZZAORDER a pizza please (TOPPING make ) it (TOPPING sall ) for toppings i'm in the (TOPPING mood ) for truffle oil cheeseburer and go ahead and put some pineapple on it thanks ) )
258,(ORDER (PIZZAORDER (NUMBER hw ) about fixing (NOT (TOPPING me ) up with (NUMBER 1 ) pie with tomato (TOPPING pin ) apple along with bacon ) ) )
259,(ORDER (PIZZAORDER i prefer to have a (TOPPING pineapples ) and (TOPPING sausae ) pizza with (QUANTITY no ) (NOT (TOPPING pesto ) ) ) )
260,(ORDER (PIZZAORDER (NUMBER mdium-size ) (SIZE pizza ) with parsley and duck (TOPPING skip ) the bbq chicken ) )
261,(ORDER good evening i (PIZZAORDER want (NUMBER to ) (SIZE order ) 1 (SIZE extra large ) (TOPPING green ) peppers and (QUANTITY 1 ) large (TOPPING green ) peppers pizza ) )
262,(ORDER (DRINKORDER can you arrange (NUMBER a ) (DRINKTYPE Bubble tea ) two (NUMBER dr ) (DRINKTYPE peppers ) and (NUMBER four ) (SIZE extra ) large (DRINKTYPE pepsis ) please ) )
263,(ORDER i anted (PIZZAORDER (NUMBER three ) pizzas with (TOPPING mushy ) peas (TOPPING cumin ) but hold any leeks ) )
264,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunh ) pizza with cheddar (TOPPING cheese ) and spinach ) )
265,(ORDER (PIZZAORDER can you sort (NUMBER ut ) a pie and (TOPPING make ) it medium size (TOPPING for ) toppings i'd like green (TOPPING bell ) peppers and black (TOPPING beans ) but i'd appreciate it if you leave off ) )
266,(ORDER order e (PIZZAORDER (NUMBER a ) pie with (TOPPING bbq ) roasted red (TOPPING peppers ) bbq sauce and (TOPPING do ) not (STYLE add ) roasted red peppers please ) )
267,(ORDER (PIZZAORDER (NUMBER get ) (SIZE a ) medium-size pizza with parmasean onions (TOPPING and ) light cheese and (TOPPING two ) small Bubble (NUMBER tea ) ) )
268,(ORDER let me (PIZZAORDER (NUMBER try ) a pizza and (TOPPING make ) (TOPPING sure ) there's ligt (TOPPING green ) peppers on it and (STYLE feta ) cheese on there also but definitely no pesto thanks a lot ) )
269,(ORDER i'll make (PIZZAORDER (NUMBER mychoice ) as (TOPPING 14 ) medium pickles (NUMBER pizzas ) (SIZE two ) medium pepperoni (QUANTITY pizzas ) (TOPPING one ) large dee (NUMBER dish ) (SIZE pizza ) and two coffees ) )
270,(ORDER hey order (PIZZAORDER me (NUMBER a ) pizza with (TOPPING green ) bell (TOPPING peppers ) and (TOPPING lowfat ) cheese hold the pineapple (NOT (STYLE that's ) it ) ) )
271,(ORDER can i try (PIZZAORDER (NUMBER a ) (SIZE extra ) lrge pizza and it (TOPPING would ) be great (TOPPING if ) you put (TOPPING jalapenos ) and chicken on there thanks have a great day ) )
272,(ORDER please order (PIZZAORDER (NUMBER a ) (SIZE medium ) duck and (TOPPING roasted ) red onion pie with absolutely (NOT (TOPPING no ) tuna please ) ) )
273,(ORDER i would (PIZZAORDER (NUMBER like ) (NUMBER ave ) (SIZE a ) extra (TOPPING arge ) pizza with sauteed (TOPPING spinach ) (TOPPING toatoe ) sauce ham (TOPPING onions ) and black olives and three extra arge Sparkling lemonade ) )
274,(ORDER i want (PIZZAORDER to (NUMBER order ) (SIZE a ) large (TOPPING light ) hams mushypeas pizza with no bacon ) )
275,(ORDER i'd love (PIZZAORDER (NUMBER to ) place an order (NUMBER for ) (DRINKTYPE a ) Cranbrry (NUMBER juice ) (DRINKTYPE six ) etra large diet (SIZE cokes ) (DRINKTYPE and a ) medium fanta ) )
276,(ORDER getme a (PIZZAORDER (NUMBER extra ) (SIZE arge ) pie with (TOPPING garlic ) and (TOPPING mushrooms ) and no peppers ) )
277,(ORDER i think (PIZZAORDER (NUMBER ill ) (NUMBER order ) (NUMBER 1 ) (NUMBER medium-sized ) pizza with tofu sausage (TOPPING mushrooms ) green pepper black olives onions and (TOPPING more ) cheese ) )
278,(ORDER i'm i (PIZZAORDER (NUMBER the ) mood to (NOT (TOPPING try ) a pie (NUMBER with ) tofu mushrooms (TOPPING and ) no jalapenos ) ) )
279,(ORDER i'm in (PIZZAORDER the mood for (NOT (TOPPING two ) pizzas (NUMBER all ) with fontina (QUANTITY cheese ) red (TOPPING onions ) and pepperoni ) ) )
280,(ORDER (PIZZAORDER can ichoose five (NUMBER pizzas ) with chicken (TOPPING and ) stuff (TOPPING crust ) peppers ) )
281,(ORDER (PIZZAORDER make an (NUMBER order ) for one (NUMBER additional ) large pizza with (TOPPING lettuce ) (TOPPING canadian ) bacon green peppers onions (TOPPING black ) olives additional cheese and additional lettuce and four additional large diet cokes ) )
282,(ORDER (PIZZAORDER (SIZE personal ) pizza with (TOPPING oregano ) mushy peas and no a tiny (QUANTITY bt ) of cheese (TOPPING please ) ) )
283,(ORDER i'll take (PIZZAORDER fourteen tomatoes (TOPPING and ) (TOPPING jalepeno ) peppers (TOPPING prosciutto ) pies ) )
284,(ORDER (PIZZAORDER put in an orderfor a (NUMBER medium-sized ) (SIZE pizza ) with green pepper also (TOPPING if ) you could also put some pepperoni on there (NUMBER and ) if you (NUMBER could ) also have that with pineapple ) )
