id,tops,order
123,(ORDER please order (PIZZAORDER (NUMBER a ) mdium pizza with peppers (TOPPING sauteed ) (TOPPING spinach ) and (TOPPING a ) tiny bit of (STYLE cheese ) ) ),please order a mdium pizza with peppers sauteed spinach and a tiny bit of cheese
124,(ORDER i need (PIZZAORDER to place an order for (SIZE a ) (SIZE large-size ) pizza with chicken and (TOPPING extra ) cheese (QUANTITY but ) (TOPPING without ) any tuna please ) ),i need to place an order for a large-size pizza with chicken and extra cheese but without any tuna please
125,(ORDER i would (PIZZAORDER like to have (NUMBER thirteen ) (SIZE small ) (TOPPING tomtoes ) and (TOPPING bacon ) pies with no a little bit cheese (TOPPING please ) ) ),i would like to have thirteen small tomtoes and bacon pies with no a little bit cheese please
126,(ORDER (PIZZAORDER begin an ordr for me that includes a (SIZE medium-sized ) (SIZE pizza ) with bel peppers and peppers (TOPPING and ) no (TOPPING pineapple ) please ) ),begin an ordr for me that includes a medium-sized pizza with bel peppers and peppers and no pineapple please
127,(ORDER fetch me (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) bbq (TOPPING chicken ) (TOPPING pizza ) with no peppers ) ),fetch me a pineapple bbq chicken pizza with no peppers
128,(ORDER could you (PIZZAORDER put in (NUMBER ten ) tomto and (TOPPING pesto ) pizzas with no pepperoni ) ),could you put in ten tomto and pesto pizzas with no pepperoni
129,(ORDER i'd appreciate (PIZZAORDER a pizza (NUMBER in ) med size along with red onion (TOPPING and ) (TOPPING garlic ) but (TOPPING without ) extra cheese ) ),i'd appreciate a pizza in med size along with red onion and garlic but without extra cheese
130,(ORDER (PIZZAORDER okay let me think okay i'll take 2 cheddarcheese pizzas with pepperoni and ham ) ),okay let me think okay i'll take 2 cheddarcheese pizzas with pepperoni and ham
131,(ORDER can we go (PIZZAORDER (NUMBER for ) (SIZE lunch ) size including (TOPPING green ) (TOPPING olives ) and (TOPPING canadian ) (TOPPING bacon ) but no (NOT (TOPPING tomatoes ) ) ) ),can we go for lunch size including green olives and canadian bacon but no tomatoes
132,(ORDER let me (PIZZAORDER pick (NUMBER a ) pesonal hams and hambrger pizza (TOPPING with ) no bacon ) ),let me pick a pesonal hams and hambrger pizza with no bacon
133,(ORDER (PIZZAORDER my order for toda is for a (NUMBER pizza ) with extra (QUANTITY olives ) (TOPPING and ) peppers (TOPPING and ) no pesto (NOT (TOPPING please ) ) ) ),my order for toda is for a pizza with extra olives and peppers and no pesto please
134,(ORDER (PIZZAORDER cn you handle this order (NUMBER a ) (SIZE medium-size ) italian truffle (TOPPING oil ) truffle oil pizza (TOPPING with ) (TOPPING some ) little (TOPPING cheese ) (TOPPING please ) ) ),cn you handle this order a medium-size italian truffle oil truffle oil pizza with some little cheese please
135,(ORDER (PIZZAORDER hello my order is for (NUMBER a ) pizza and i want (TOPPING cherry ) tomatoes and (TOPPING bacon ) and i guess (NOT (TOPPING ham ) (NOT (TOPPING also ) thanks so much ) ) ),hello my order is for a pizza and i want cherry tomatoes and bacon and i guess ham also thanks so much
136,(ORDER (PIZZAORDER (SIZE just ) one (TOPPING pan ) sun-dried (TOPPING tomatoes ) pamesan (TOPPING med ) pie ) ),just one pan sun-dried tomatoes pamesan med pie
137,(ORDER i wll (PIZZAORDER get a (NUMBER medium-size ) (SIZE jalepeno ) peppers and parmesan (TOPPING pie ) with no smoked salmon ) ),i wll get a medium-size jalepeno peppers and parmesan pie with no smoked salmon
138,(ORDER (PIZZAORDER rpeat my 15 extra (NUMBER large ) (SIZE pizzas ) with mushy peas and blue (TOPPING cheese ) one extra large pizza (SIZE with ) (SIZE blue ) cheese and mushrooms (TOPPING and ) (TOPPING one ) large pizza with blue cheese and ) ),rpeat my 15 extra large pizzas with mushy peas and blue cheese one extra large pizza with blue cheese and mushrooms and one large pizza with blue cheese and green peppers
139,(ORDER (PIZZAORDER i'd like to put in an order for a xl (NUMBER anchovis ) onion and pineapple (TOPPING pizza ) ) ),i'd like to put in an order for a xl anchovis onion and pineapple pizza
140,(ORDER setme up (PIZZAORDER with a (NUMBER medium-sized ) (SIZE pizza ) with alfredo chicken and (TOPPING yellow ) (TOPPING peppers ) to (TOPPING go ) with two bottle of sprite ) ),setme up with a medium-sized pizza with alfredo chicken and yellow peppers to go with two bottle of sprite
141,(ORDER i want (PIZZAORDER to have (NUMBER a ) xl (TOPPING ground ) (TOPPING beef ) pie with a bunchof cheese (TOPPING and ) pesto ) ),i want to have a xl ground beef pie with a bunchof cheese and pesto
142,(ORDER please may i (PIZZAORDER have (NUMBER 1 ) pizza might as well make it (SIZE medium ) on it i'd like low fat (STYLE cheese ) (TOPPING make ) it thin crust (TOPPING and ) no bbq sauce today that's ) ),please may i have 1 pizza might as well make it medium on it i'd like low fat cheese make it thin crust and no bbq sauce today that's great
143,(ORDER i like (PIZZAORDER (NUMBER a ) xl bbq (TOPPING sauce ) and (TOPPING anchovies ) pizza with light on the cheese please ) ),i like a xl bbq sauce and anchovies pizza with light on the cheese please
144,(ORDER id like (PIZZAORDER (NUMBER 1 ) pie with (TOPPING artichokes ) heavy on (TOPPING chicken ) and without (NOT (TOPPING bacon ) ) ) ),id like 1 pie with artichokes heavy on chicken and without bacon
145,(ORDER let me (PIZZAORDER pick (NUMBER 13 ) (TOPPING med ) (TOPPING mrgarita ) pizza with a gluten-free (STYLE crust ) (TOPPING and ) prawns ) ),let me pick 13 med mrgarita pizza with a gluten-free crust and prawns
146,(ORDER (PIZZAORDER okay good afternoon i'd like a large-size (SIZE pizza ) (SIZE with ) extra geen peppers tuna (QUANTITY and ) (TOPPING mushrooms ) (TOPPING please ) ) ),okay good afternoon i'd like a large-size pizza with extra geen peppers tuna and mushrooms please
147,(ORDER (PIZZAORDER can you order me (NUMBER a ) xl pizza with (TOPPING tuna ) and (TOPPING bacon ) (TOPPING pepperoni ) ) ),can you order me a xl pizza with tuna and bacon pepperoni
148,(ORDER (PIZZAORDER hi how are you okay toda i'd like to order a prawns and (NUMBER sauteed ) spinach pizza but i do not (TOPPING want ) it on chicago stle ) ),hi how are you okay toda i'd like to order a prawns and sauteed spinach pizza but i do not want it on chicago stle
149,(ORDER i think (PIZZAORDER ill grab (NUMBER 1 ) pizza with (TOPPING mexican ) and (TOPPING hamburger ) but do not add any (NOT (TOPPING olive ) on that ) ) ),i think ill grab 1 pizza with mexican and hamburger but do not add any olive on that
150,(ORDER (PIZZAORDER i'll go for a total (NUMBER of ) a med pesto (TOPPING and ) (TOPPING ham ) pizza (TOPPING without ) tuna ) ),i'll go for a total of a med pesto and ham pizza without tuna
151,(ORDER (PIZZAORDER put an order in for (NUMBER 6 ) (SIZE extra ) (SIZE large ) (STYLE roasted ) tomatoes pizzas and (SIZE one ) (SIZE large ) (STYLE stuffed ) crust pizza ) ),put an order in for 6 extra large roasted tomatoes pizzas and one large stuffed crust pizza
152,(ORDER i would (PIZZAORDER like to place an order for (NUMBER a ) (SIZE personal ) pica with saami (TOPPING no ) sausage and all the (STYLE veggies ) ) ),i would like to place an order for a personal pica with saami no sausage and all the veggies
153,(ORDER (PIZZAORDER good evening i ant to order (NUMBER a ) (SIZE lunch ) pizza with (TOPPING italian ) sausage (TOPPING chard ) and (TOPPING mushroom ) on it ) ),good evening i ant to order a lunch pizza with italian sausage chard and mushroom on it
154,(ORDER i'd try (PIZZAORDER 2 large (NUMBER pizzas ) (SIZE with ) bigmeat and (TOPPING 2 ) (TOPPING large ) pizzas with (NUMBER smoked ) (SIZE salmon ) and extra (TOPPING cheese ) and six large iceteas ) ),i'd try 2 large pizzas with bigmeat and 2 large pizzas with smoked salmon and extra cheese and six large iceteas
155,(ORDER (PIZZAORDER hi good afternoon for oday i'd like 12 medium-ize sweet (NUMBER potatoes ) (SIZE and ) goat cheese pizzas (TOPPING please ) ) ),hi good afternoon for oday i'd like 12 medium-ize sweet potatoes and goat cheese pizzas please
156,(ORDER could you (PIZZAORDER put in (NUMBER a ) smll pizza with tomatoe (TOPPING sauce ) (TOPPING spicy ) (TOPPING red ) sauce (TOPPING and ) spinach ) ),could you put in a smll pizza with tomatoe sauce spicy red sauce and spinach
157,(ORDER i like (PIZZAORDER to have (NUMBER one ) (SIZE large ) pizza with (TOPPING tomato ) and (TOPPING chorizo ) and (TOPPING onions ) please ) ),i like to have one large pizza with tomato and chorizo and onions please
158,(ORDER (PIZZAORDER (SIZE small ) pizza with (TOPPING ricotta ) (TOPPING cheese ) sauteed spinach and no green pepper ) ),small pizza with ricotta cheese sauteed spinach and no green pepper
159,(ORDER (PIZZAORDER (NUMBER one ) persoal mexican pizza without roasted red (NOT (TOPPING onion ) and two medium (NUMBER extra ) (SIZE grilled ) chicen (TOPPING pizzas ) ) ) ),one persoal mexican pizza without roasted red onion and two medium extra grilled chicen pizzas
160,(ORDER id like (PIZZAORDER to put in an order for (NUMBER a ) pizza with (TOPPING sriracha ) sauce and (TOPPING arugula ) without (TOPPING any ) sweet potatoes ) ),id like to put in an order for a pizza with sriracha sauce and arugula without any sweet potatoes
161,(ORDER i prefer (PIZZAORDER (NUMBER a ) pie with (TOPPING peppers ) and (TOPPING pineapple ) without (NOT (TOPPING tuna ) please ) ) ),i prefer a pie with peppers and pineapple without tuna please
162,(ORDER let's arrange for (PIZZAORDER med pie along with feta cheese (TOPPING and ) (TOPPING chicken ) ) ),let's arrange for med pie along with feta cheese and chicken
163,(ORDER i need (PIZZAORDER to have (NUMBER two ) med (TOPPING haaiian ) pies with bacon and (TOPPING onions ) ) ),i need to have two med haaiian pies with bacon and onions
164,(ORDER (PIZZAORDER repeat my order for (NUMBER a ) (SIZE medium ) pizza with (TOPPING vegan ) pepperoni (TOPPING black ) oives and additional cheese ) ),repeat my order for a medium pizza with vegan pepperoni black oives and additional cheese
165,(ORDER (PIZZAORDER (NUMBER 14 ) (SIZE medium ) prawns and bell (NUMBER pepers ) (DRINKTYPE pizzas with ) a (NUMBER two ) (VOLUME liter of ) (CONTAINERTYPE coffees ) ) ),14 medium prawns and bell pepers pizzas with a two liter of coffees
166,(ORDER please order (PIZZAORDER me (NUMBER a ) (SIZE personal ) (TOPPING lemon ) zest and gruyere cheese pizza no (TOPPING bacon ) ) ),please order me a personal lemon zest and gruyere cheese pizza no bacon
167,(ORDER i'll gofor (PIZZAORDER the eleven Espreso six (NUMBER small ) (DRINKTYPE cokes ) and (NUMBER six ) (SIZE small ) (DRINKTYPE fantas ) ) ),i'll gofor the eleven Espreso six small cokes and six small fantas
168,(ORDER i like (PIZZAORDER (NUMBER 1 ) (SIZE medium ) pie with (TOPPING sweet ) (TOPPING potatoes ) (TOPPING pepperoni ) but no a (NOT (QUANTITY little ) (TOPPING cheese ) please ) ) ),i like 1 medium pie with sweet potatoes pepperoni but no a little cheese please
169,(ORDER (PIZZAORDER let me prefer (NUMBER 15 ) persoal pizzas with light (TOPPING ham ) (TOPPING and ) 15 persoal pizzas with extra spicy (TOPPING red ) (TOPPING sauce ) ordered ) ),let me prefer 15 persoal pizzas with light ham and 15 persoal pizzas with extra spicy red sauce ordered
170,(ORDER i feel (PIZZAORDER like having (NUMBER 1 ) (SIZE largesize ) pizza with hot peppers (TOPPING pineapple ) and (TOPPING pepperoni ) please ) ),i feel like having 1 largesize pizza with hot peppers pineapple and pepperoni please
171,(ORDER i want (PIZZAORDER (NUMBER a ) pizza with (TOPPING red ) (TOPPING cabbage ) parmasean (TOPPING and ) no roasted (NOT (TOPPING red ) peppers ) ) ),i want a pizza with red cabbage parmasean and no roasted red peppers
172,(ORDER (PIZZAORDER for this afternoon i think i'd like 1 large (NUMBER pie ) (SIZE with ) jalepenos and (TOPPING all ) the veggies pesto ) ),for this afternoon i think i'd like 1 large pie with jalepenos and all the veggies pesto
173,(ORDER (PIZZAORDER good vening i want to order 12 (SIZE small ) (SIZE pizzas ) with tofu (TOPPING and ) light on the hot peppers ) ),good vening i want to order 12 small pizzas with tofu and light on the hot peppers
174,(ORDER (PIZZAORDER hey ordr me 4 (NUMBER small ) (SIZE goat ) cheese pizza and 4 (NUMBER cans ) of pllegrino ) ),hey ordr me 4 small goat cheese pizza and 4 cans of pllegrino
175,(ORDER could i get (PIZZAORDER (NUMBER a ) (SIZE small ) pizza with truffle oil and (TOPPING onions ) ) ),could i get a small pizza with truffle oil and onions
176,(ORDER i will (PIZZAORDER go for (NUMBER a ) (SIZE medium-size ) mushroom and (TOPPING pepperoni ) pie (TOPPING with ) a little (QUANTITY bit ) cheese (STYLE on ) (TOPPING it ) ) ),i will go for a medium-size mushroom and pepperoni pie with a little bit cheese on it
177,(ORDER i'd ty (PIZZAORDER 1 hams (NUMBER and ) (TOPPING black ) beans (TOPPING pizza ) (TOPPING with ) no onions please ) ),i'd ty 1 hams and black beans pizza with no onions please
178,(ORDER i need (PIZZAORDER an ordr of a (NUMBER additional ) arge pie with olives (TOPPING and ) chicken also (TOPPING add ) some additional cheese ) ),i need an ordr of a additional arge pie with olives and chicken also add some additional cheese
179,(ORDER (PIZZAORDER begin an order for me that includes (SIZE a ) pizza in (SIZE small ) size along with (TOPPING low ) (TOPPING fat ) cheese and (TOPPING black ) beans but without ham ) ),begin an order for me that includes a pizza in small size along with low fat cheese and black beans but without ham
180,(ORDER i would like (PIZZAORDER to order (NUMBER a ) pizza with (TOPPING artichokes ) and (TOPPING canadian ) bacon but no bbq sauce ) ),i would like to order a pizza with artichokes and canadian bacon but no bbq sauce
181,(ORDER i need (PIZZAORDER an order of 5 of the (TOPPING onions ) and (TOPPING leeks ) pizzas with the pesto (NOT (TOPPING sauce ) ) ) ),i need an order of 5 of the onions and leeks pizzas with the pesto sauce
182,(ORDER i like (PIZZAORDER (NUMBER a ) (SIZE medium-sze ) grilled chicken and (NOT (TOPPING truffle ) (TOPPING oil ) pizza ) ) ),i like a medium-sze grilled chicken and truffle oil pizza
183,(ORDER (PIZZAORDER do me (NUMBER a ) favor and get me (SIZE a ) (SIZE large-size ) pizza with carrots ham (TOPPING green ) (TOPPING peppers ) (TOPPING and ) (TOPPING heavy ) on sauce (TOPPING and ) heavy on cheese ) ),do me a favor and get me a large-size pizza with carrots ham green peppers and heavy on sauce and heavy on cheese
184,(ORDER (PIZZAORDER can e go for (NUMBER 10 ) (SIZE large ) pizzas with leeks (TOPPING hamburger ) and bell pepers please ) ),can e go for 10 large pizzas with leeks hamburger and bell pepers please
185,(ORDER i like (PIZZAORDER (NUMBER 1 ) pizza with (TOPPING ham ) and (TOPPING pesto ) and leave off the (NOT (TOPPING olives ) ) ) ),i like 1 pizza with ham and pesto and leave off the olives
186,(ORDER (PIZZAORDER for this afternoon i only ant (NUMBER a ) (SIZE medium ) pizza and i'll try it with sauce chicken (TOPPING as ) (TOPPING well ) as salami thanks a lot ) ),for this afternoon i only ant a medium pizza and i'll try it with sauce chicken as well as salami thanks a lot
187,(ORDER i'll go (PIZZAORDER with a luch (NUMBER pie ) with tomato and (TOPPING prmasean ) but without mushrooms in it ) ),i'll go with a luch pie with tomato and prmasean but without mushrooms in it
188,(ORDER i am (PIZZAORDER jst ordering soft drinks tonight give me 1 (NUMBER Grape ) (DRINKTYPE juice ) 1 (NUMBER diet ) (DRINKTYPE sprite and ) three (NUMBER pepsis ) (DRINKTYPE please ) ) ),i am jst ordering soft drinks tonight give me 1 Grape juice 1 diet sprite and three pepsis please
189,(ORDER (PIZZAORDER for this afternoon i think i'd like a extra (SIZE large ) (SIZE prosciutto ) and beef pizza without any bacon ) ),for this afternoon i think i'd like a extra large prosciutto and beef pizza without any bacon
